,title,rating,review,address,user_id
780,Otel KGZ Konagi,2.7,2,"Aşağı Öveçler, 1329. Sk. No: 2,, Ankara 06460 Türkiye",2
2433,Royal Anka Hotel,0.3,37,"G.M.K Bulvary No:96 Maltepe, Ankara Türkiye",10
2631,Ankara Capital Otel,2.4,29,"Çankırı Cad. No:21, Ankara 06300 Türkiye",9
1049,Bianco Boutique Hotel,1.5,24,"Koza Sok. No:43 Gaziosmanpaşa (Gop), Çankaya, Ankara 06700 Türkiye",2
1865,Türkiye Emekliler Derneği Misafirhanesi,3.8,4,"Kültür Mahallesi, Dr. Mediha Eldem Sk. No: 49 Çankaya, Kızılay, Ankara Türkiye",10
2146,A&C Kiz Ogrenci Yurdu 3. Sube,1.4,3,"Silahtar Caddesi No: 60 Gazi Mahallesi Yenimahalle, Ankara 06560 Türkiye",2
258,Grand 52 Otel,3.1,1,"Cankiri Caddesi Orta Sokak 13, Ankara 06620 Türkiye",8
1410,Guleryuz Hotel,4.5,4,"Sanayi Caddesi No:37 Ulus Altindag, Ankara 06050 Türkiye",4
3006,Hotel Samm,3.0,27,"Uğur Mumcu Cad. No:19 Gaziosmanpaşa, Ankara Türkiye",5
815,Bulduk Otel,3.8,11,"Sanayi Cad. No:26 Ulus/İsmetpaşa, Altındağ, Ankara 06050 Türkiye",7
1439,Turan Otel,4.0,1,"Çankırı Cad. Beşik Sok. No:3 Ulus/İsmetpaşa, Altındağ, Ankara Türkiye",3
1152,Çankırı Büyük Hotel,2.8,6,"Ankara Cad. No:1 Çankırı Merkez, Ankara Türkiye",5
2757,Hotel Hitit Aile,2.5,4,"Hisarparki Caddesi No 12, Ankara 06250 Türkiye",5
609,Wyndham Ankara,3.0,691,"Yaşam Ave 4th St No:4 Söğütözü, Ankara 06510 Türkiye",10
1327,The Green Park Hotel Ankara,3.6,344,"KIzilirmak Mah. 1443. Cad. No:39 Cukurambar, Balgat, Ankara 06510 Türkiye",1
963,Ankara HiltonSA,0.6,1,"Barbaros Mah. Tahran Cad. No:12 Kavaklıdere, Çankaya, Ankara 06700 Türkiye",6
45,Ankara Alegria Business Hotel,2.4,28,"Mehmet Akif Ersoy Mah. 286. Cd. No 3 Yenimahalle, Ankara 06374 Türkiye",5
2754,Park 12 Apart Hotel,2.4,1,"Kazim Ozalp Mah Kizkulesi Sok No.12, Ankara 6700 Türkiye",2
2784,Tarman Otel,2.6,1,"Atatürk Mah. Melek Sok. No 5 Sincan Merkez, Ankara Türkiye",2
1216,Manhattan Hotel,2.5,21,"Anafartalar Mahallesi Kazim Karabekir cd no 74/1 Anafartalar Mah. Kazim Karabekir Cad, Ankara 06310 Türkiye",9
1010,Warwick Ankara,0.5,74,"Tahran Caddesi No: 5 Çankaya, Kavaklıdere, Ankara 06680 Türkiye",3
3031,Siyav Hotel,2.3,11,"Konur Sokak No:56 Kavaklıdere Mahallesi, Ankara 06680 Türkiye",10
1441,Ankara Jolly Hotel,2.6,1,"Irfan Bastug Caddesi No 1 Yildirim Beyazit Bulvari, Ankara 06070 Türkiye",5
2349,Tesk Hotel,1.0,4,"Çukurca Birlik Mah. 478. Sok. No: 10 Çankaya Merkez, Çankaya, Ankara Türkiye",6
1020,Yeni Bahar Otel,0.0,15,"Doğanbey Mah. Çankırı Cad. No: 25 Altındağ, Ankara 06030 Türkiye",3
3042,Otel Santral,3.3,1,"Denizciler Cad. Dibek Sok. No:4 Ulus/İsmetpaşa, Altındağ, Ankara Türkiye",1
634,Bilkent Hotel and Conference Center,4.0,269,"Ihsan Dogramci Bul. No:6 Bilkent, Ankara 06800 Türkiye",5
360,TRYP by Wyndham Ankara Oran,2.0,85,"3 Zulfu Tigrel Street Oran Cankaya, Ankara 6450 Türkiye",1
2913,Büyükhanlı Park Hotel & Residence,1.8,85,"Simon Bolivar Cad. No:34 Yıldız, Çankaya, Ankara 06550 Türkiye",2
331,Ankara Plaza Otel,2.8,180,"Bestekar Sok. No: 5, Ankara 06680 Türkiye",2
1440,Elit Otel,3.5,9,"Olgunlar Caddesi No 6 Bakanliklar, Ankara 06640 Türkiye",4
276,King Otel,2.4,53,"Güvenlik Cad. No:13 Ayrancı, Çankaya, Ankara 06540 Türkiye",6
2386,Sarr Tac Mahal Hotel,1.8,13,"İstanbul Cad. No:14 Ulus/İsmetpaşa, Altındağ, Ankara 06360 Türkiye",3
2855,Bordo Otel,4.3,1,"Denizciler Caddesi No:36, Ankara 06050 Türkiye",3
601,First Apart Hotel,1.2,50,"İnkılap Sok. No: 29 Kızılay, Ankara 06650 Türkiye",2
170,Double Bond House Spa,1.2,5,"100.Yıl Mahallesi Baglar Caddesi No:230/1, Ankara 06530 Türkiye",10
616,Lion City Hotel Kızılay,1.4,1,"Kocatepe Mahallesi Bayındır 2 Sokak no:35, Ankara 06420 Türkiye",7
1707,An Grand Hotel,4.6,14,"Ulucanlar Caddesi, No: 68, Ankara 06100 Türkiye",2
269,Muratzade Konağı Boutique Hotel,2.9,27,"Yayçeken Sk. No 20 Kale - Altındağ, Ankara 06080 Türkiye",9
1217,Aktaş Otel,2.4,1,"Soğuk Kuyu Sok. No:4 Rüzgarlı, Altındağ, Ankara Türkiye",10
1284,Deeps Hostel,3.6,98,"Atac 2 sk no:46 Kolej, Ankara 06100 Türkiye",8
1955,Hotel Best,0.0,57,"Atatürk Bulv. No:195 Kavaklıdere, Çankaya, Ankara 06680 Türkiye",1
2267,Inn 65 Budget,1.3,51,"Azerbaycan Caddesi 65, Ankara Türkiye",4
2884,Deeps Hostel,0.7,98,"Atac 2 sk no:46 Kolej, Ankara 06100 Türkiye",3
3012,Ankara Hotel Pino,3.3,8,"Bayraktar Mah. Bayrakli Sok. No: 35, Ankara 6700 Türkiye",1
1828,Canbek Hotel,1.0,3,"Sogukkuyu Sokak No. 8, Ankara Türkiye",3
1951,New Gate Hotel,2.8,37,"Eti Mahallesi, GMK Bulvarı No: 92 Maltepe, Ankara 06570 Türkiye",7
205,TEB Dora Otel,2.8,20,"33. Cadde 2914. Sokak, 4, Ankara 06810 Türkiye",5
3112,Erek Butik Hotel,2.2,1,"Libya Caddesi Becerikli Sokak No: 21, Ankara 06420 Türkiye",1
977,Anemon Ankara,1.8,125,"Konur 2 Sokak No 60, Kavaklidere, Ankara 06680 Türkiye",10
1149,Seğmen Otel,2.3,15,"Büklüm Sokak No:13 Kavaklidere, Ankara 06660 Türkiye",2
1108,Cimse Hotel,1.4,2,"Ozveren Sokak No:19 Maltepe / Cankaya, Ankara 06100 Türkiye",1
775,Ankara Han Hostel,0.9,9,"Camlitepe Mah. Erdem Sok. No.28 Cebeci, Ankara Türkiye",7
1094,Patalya Lakeside Resort Hotel,3.6,18,"Haymana Yolu 4. Km. Gölbaşı Merkez, Ankara 06830 Türkiye",7
846,Grand Sıla Otel,1.2,4,"Saray Mah. İstanbul Yolu 27. Km. Kazan Merkez, Kazan, Ankara Türkiye",8
1145,Ankara Prenses Hotel,2.5,4,"Haci Bayram Mahallesi, Bestepeler Sk. No:2. Altındag, Ankara 06110 Türkiye",8
1050,Notte Boutique Hotel,1.8,64,"Büklüm Sok. No:113 Kavaklıdere, Çankaya, Ankara 06460 Türkiye",3
476,Gazi Park Hotel,3.6,53,"Alparslan Türkeş Cad. No:69 Beştepe Mah., Yenimahalle, Ankara Türkiye",7
1202,Hotel Ferah,2.6,1,"Denizciler Cad No 58, Ulus, Ankara 06000 Türkiye",5
2142,Divriği Konukevi,0.0,1,"Aydınlar Mah. Sokullu Cad. Pir Sultan Sok. No:8 Dikmen, Çankaya, Ankara Türkiye",8
2622,Asal Otel,2.1,31,"Çankırı Cad. No:29 Ulus, Altındağ, Ankara 06030 Türkiye",10
2366,Hotel Samm,1.4,27,"Uğur Mumcu Cad. No:19 Gaziosmanpaşa, Ankara Türkiye",3
2723,The Park Hotel,0.0,2,"Ziyabey Caddesi No:39 Nasuh Akar Mahallesi, Balgat \ Çankaya, Ankara 06520 Türkiye",1
849,Strazburg Hotel,3.3,8,"Strazburg caddesi No:36 Sihhiye Cankaya, Ankara 06410 Türkiye",1
2439,Koza Millenyum Hotel & Spa,1.1,8,"Koza Sokak No: 148, Ankara 06900 Türkiye",6
1535,Stone House,1.8,1,"302. Sokak No:8 Kırkkonaklar mahallesi, Ankara 06610 Türkiye",9
2849,Wyndham Ankara,2.5,691,"Yaşam Ave 4th St No:4 Söğütözü, Ankara 06510 Türkiye",7
2254,Business Grand Hotel,2.6,23,"Gazi Mustafa Kemal Bulvari 70, Ankara 06570 Türkiye",1
1254,Hotel Abro Necatibey,2.3,68,"Necatibey Caddesi No 28 Kizilay, Ankara Türkiye",7
435,Grand Midyat Otel,1.8,6,"Meşrutiyet Cad. Karanfil Sok. No:22 Kızılay, Ankara Türkiye",6
1739,Grand Elitta Hotel,1.9,3,"Büyük Esat Mah. Uğurmumcu Cad. Kız Kulesi Sok. No: 36 Çankaya, Ankara 06700 Türkiye",4
703,Elit Palas Hotel,1.5,47,"Bestekar Sokak No:26, Ankara 81580 Türkiye",5
2202,Ankara Hotel Midi,2.3,79,"Karyagdi Sok. No 40, Ankara 06540 Türkiye",8
32,Hotel Cinnah,0.0,144,"Cinnah Caddesi No:3 Cankaya, Ankara 06690 Türkiye",2
2488,Ankyra Hotel,4.0,16,"Opera Meydani Kosova Sokak No 1, Ankara 06080 Türkiye",5
2012,İlci Residence Otel,1.4,28,"Maltepe Mah. Gazi Mustafa Kemal Bulv. No: 135 Çankaya, Tandoğan, Ankara Türkiye",8
1560,Rescate Boutique Hotel,2.8,40,"Rabindranath Tagore Cad No:80 Yildiz, Ankara 06560 Türkiye",4
829,Seğmen Otel,1.0,15,"Büklüm Sokak No:13 Kavaklidere, Ankara 06660 Türkiye",1
1910,Hotel Mola,1.9,81,"İzmir Cad. No:27 Kızılay, Çankaya, Ankara 06000 Türkiye",5
3056,Destino Park Hotel,3.1,9,"Maltepe Mah. Gazi Mustafa Kemal Bulvarı No: 59/1 Çankaya, Ankara 06570 Türkiye",5
1588,Meyra Palace,2.0,105,"Muhsin Yazicioglu Caddesi No.55, Ankara Türkiye",2
2879,Sheraton Ankara Hotel & Convention Center,0.8,551,"Noktali Sokak Kavaklidere, Ankara 06700 Türkiye",7
3141,Park 12,4.0,1,"Kazım Özalp Mah. Kız Kulesi Sk. No: 12 Çankaya, Ankara 06700 Türkiye",10
2273,Büyükhanlı Park Hotel & Residence,3.3,85,"Simon Bolivar Cad. No:34 Yıldız, Çankaya, Ankara 06550 Türkiye",10
2145,Thebes Dora Hotel,2.6,2,"No: 4 Cayyolu, Ankara Türkiye",1
652,Divan Ankara,2.8,288,"Tunali Hilmi Caddesi Guniz Sok No :42 Kavaklıdere, Ankara 06700 Türkiye",4
1427,Grand Verda Hotel,4.1,49,"Rüzgarlı Eşdost Sok. No:6 Ulus/İsmetpaşa, Altındağ, Ankara 06030 Türkiye",1
1755,Pietra Hotel,2.6,6,"Sancak Mahallesi Tiflis Caddesi No:16 Yildiz Cankaya, Ankara 06550 Türkiye",10
748,Doğan Royal Otel,0.0,9,"Sağlık 1 Sok. No 29, Çankaya Kızılay, Ankara Türkiye",10
162,Otel Santral,3.8,1,"Denizciler Cad. Dibek Sok. No:4 Ulus/İsmetpaşa, Altındağ, Ankara Türkiye",2
1597,Swissotel Ankara,2.0,727,"Yildizevler Mahallesi Jose Marti Caddesi No: 2, Ankara 06550 Türkiye",1
526,Grand Sıla Otel,2.8,4,"Saray Mah. İstanbul Yolu 27. Km. Kazan Merkez, Kazan, Ankara Türkiye",7
566,Mersin Hotel Ankara,2.0,1,"Milli Mudafa Cad. 16 Kizilay, Ankara Türkiye",7
935,Bordo Otel,0.8,1,"Denizciler Caddesi No:36, Ankara 06050 Türkiye",7
1344,Golden Boutique Hotel,0.0,39,"Boğaz Sokak No: 18 Kavaklıdere Gop, Ankara 06700 Türkiye",8
2335,Mina 1 Otel,3.3,12,"Atac 1 Sk. No:22 Kizilay, Ankara 6420 Türkiye",2
909,Muratzade Konağı Boutique Hotel,3.0,27,"Yayçeken Sk. No 20 Kale - Altındağ, Ankara 06080 Türkiye",1
2418,Reda Palas,2.8,23,"Karanfil Sokak No: 27 Kizilay, Ankara 06420 Türkiye",5
2671,Hotel Anıttepe 2000,1.4,22,"Gülseren Sok. No:28 Maltepe, Ankara 06570 Türkiye",9
1093,Ada Palas Otel,3.3,1,"Doğanbey Mah. Rüzgarlı Cad. No:23 Ulus/İsmetpaşa, Altındağ, Ankara Türkiye",6
2470,Suna Hotel,1.7,5,"Cankiri Caddesi Sogukkuyu Sokak No 6 Ulus Altindag, Ankara 06030 Türkiye",7
1732,Ankara Hotel Pino,2.6,8,"Bayraktar Mah. Bayrakli Sok. No: 35, Ankara 6700 Türkiye",7
2187,Bugday Hotel,3.8,15,"Istanbul Cad. No:18 Altindag, Ankara 06050 Türkiye",3
3002,Royal Anka Hotel Cankaya,0.0,1,"Bayraktar Mah. Bayrakly Sok. no:35, Ankara Türkiye",1
172,Murat Hotel,3.0,7,"Esat Caddesi No: 40 Çankaya, Kavaklıdere, Ankara 06000 Türkiye",2
428,Doğan Royal Otel,2.3,9,"Sağlık 1 Sok. No 29, Çankaya Kızılay, Ankara Türkiye",9
439,Aden Apart,1.6,2,"596. Sokak 15, Ankara 06550 Türkiye",10
3166,Holiday Inn Ankara-Kavaklidere,2.2,266,"Tunus Caddesi No 7 Kavaklidere, Ankara 06680 Türkiye",5
1403,Vivaldi Hotel,0.3,40,"Turan Güneş Bulvarı Rabindranath Tagore Cad. (4. Cad.) 697 Sok. No:3, Ankara 06550 Türkiye",7
1250,Rota Bulvar Hotel,1.8,37,"Atatürk Bulvarı No: 63 Kızılay, Ankara Türkiye",3
2662,Dafne Hotel,1.8,35,"Karakusunlar Mah.1545 Sok. No:7 Balgat, Ankara 06530 Türkiye",10
1668,Asrin Park Hotel,1.3,63,"Dikmen Cad. 843 Sok. No:2 Dikmen - Çankaya, Ankara 06500 Türkiye",3
2195,And Hotel,2.8,18,"İçkale Mah. İstek Sok. No:2 Altındağ Merkez, Altındağ, Ankara Türkiye",1
2893,Best Western Plus Center Hotel,2.7,27,"Meşrutiyet mh Olgunlar Cad. 5/B, Ankara 06420 Türkiye",2
3186,Park Inn by Radisson Ankara Cankaya,1.8,178,"Aleksander Dubcek Cad. No: 7, Ankara 06450 Türkiye",5
1273,Kayra Hotel,2.4,67,"Kocatepe Mahallesi Bayındir 2 Sokak No:46 Kızılay, Ankara 06420 Türkiye",6
904,Starton Hotel,2.6,8,"Dr. Mediha Eldem Sok. 37 Kizilay, Çankaya, Ankara 06420 Türkiye",6
988,Konur Hotel,3.0,47,"Mesrutiyet Mah. Konur Sok.No:7 KIzIlay-Ankara, Ankara 06060 Türkiye",1
3116,Ozilhan Hotel,2.3,9,"Akay Cad. No:9 Bakanliklar, Ankara 06640 Türkiye",5
2654,Vivaldi Park Hotel,1.4,14,"Birlik Mahallesi 408. Sokak No:1 Çankaya, Ankara 06610 Türkiye",2
2942,Asal Otel,2.6,31,"Çankırı Cad. No:29 Ulus, Altındağ, Ankara 06030 Türkiye",1
123,Vivaldi Hotel,1.7,40,"Turan Güneş Bulvarı Rabindranath Tagore Cad. (4. Cad.) 697 Sok. No:3, Ankara 06550 Türkiye",3
2914,Akar International Hotel,4.3,37,"Gazi Mustafa Kemal Bulv. No:111 Maltepe, Çankaya, Ankara Türkiye",3
2790,Suna Hotel,1.9,5,"Cankiri Caddesi Sogukkuyu Sokak No 6 Ulus Altindag, Ankara 06030 Türkiye",8
2681,Hotel Metropol,2.6,6,"Olgunlar Sok. No:5 Bakanlıklar, Çankaya, Ankara 06640 Türkiye",9
421,TEDAŞ Misafirhanesi,2.0,4,"R Blok İnönü Bulvarı No: 27 Çankaya, Bahçelievler, Ankara Türkiye",2
1046,City Hotel Ankara,3.6,54,"Turan Güneş Bulvari No.19, Ankara 06550 Türkiye",9
1777,Ankara Efes Otel,2.0,1,"Denizciler Cad. No:12 Ulus/İsmetpaşa, Altındağ, Ankara Türkiye",2
2011,City Hotel & Residence,2.0,26,"Birlik Mahallesi, 415. Cadde, 412. Sokak No: 8 Çankaya, Ankara 06650 Türkiye",7
2017,Cam Thermal Resort & Spa,0.8,3,"Kızılcahamam soguksu milli parkı ici Yenice Mahallesi, Ankara 06890 Türkiye",3
1269,Hotel Abro Sezenler,4.1,33,"Sezenler Caddesi No:18 Kızılay, Ankara 06420 Türkiye",2
1766,Ankara Konaklari,1.5,1,"Anafartalar Mah. Denizciler Cad. No:41, Ankara 06030 Türkiye",1
39,Gordion Hotel,3.0,125,"Tunalı Hilmi Cd, Büklüm Sok. No:59 Kavaklıdere, Ankara 06660 Türkiye",9
1867,Bugday Hotel,2.9,15,"Istanbul Cad. No:18 Altindag, Ankara 06050 Türkiye",2
1163,Melih Otel,3.6,3,"Işıklar Cd. No: 9 Ulus, Ankara 06330 Türkiye",6
2846,Holiday Inn Ankara-Kavaklidere,2.8,266,"Tunus Caddesi No 7 Kavaklidere, Ankara 06680 Türkiye",4
602,Ankara Hotel Midi,2.7,79,"Karyagdi Sok. No 40, Ankara 06540 Türkiye",3
2147,Madi Ankara Inci Hotel,3.3,1,"Cankiri Cad. No: 54, Ulus, Ankara 06630 Türkiye",3
1536,Manhattan Hotel,3.3,21,"Anafartalar Mahallesi Kazim Karabekir cd no 74/1 Anafartalar Mah. Kazim Karabekir Cad, Ankara 06310 Türkiye",10
2151,Butik Otel Yargıtayevi,1.8,1,"Zühtü Tiğrel Cad. No:3 Dikmen, Çankaya, Ankara Türkiye",7
1007,The Green Park Hotel Ankara,2.0,344,"KIzilirmak Mah. 1443. Cad. No:39 Cukurambar, Balgat, Ankara 06510 Türkiye",10
2382,My Home Anatolia Hotel,3.8,2,"Kültür, Becerikli Sk. No:21, Ankara 06420 Türkiye",9
1785,Ankara Prenses Hotel,3.5,4,"Haci Bayram Mahallesi, Bestepeler Sk. No:2. Altındag, Ankara 06110 Türkiye",10
398,Ozdemir Palas,5.0,7,"Bayındır 1 Sokak No:24, Ankara 06430 Türkiye",9
2016,Rest Hotel,1.6,4,"Anafartalar Mak, Sanayi Cad, Kurucesme Sok #4 Ulus/Antindag, Ankara Türkiye",2
224,Tarman Otel,1.6,1,"Atatürk Mah. Melek Sok. No 5 Sincan Merkez, Ankara Türkiye",4
2075,Pietra Hotel,1.2,6,"Sancak Mahallesi Tiflis Caddesi No:16 Yildiz Cankaya, Ankara 06550 Türkiye",1
285,Ibis Ankara Airport Hotel,1.5,190,"Ozal Bulvari Balikhisar Mah, Ankara 6750 Türkiye",5
2324,Antik Otel,3.1,12,"Kale Mh., Işıklar Cd. D:No: 31, Ankara 06240 Türkiye",1
189,Seğmen Otel,3.6,15,"Büklüm Sokak No:13 Kavaklidere, Ankara 06660 Türkiye",9
1178,Akya Hotel,1.9,12,"Meşrutiyet Mahallesi, Karanfil Sok. No: 9 Çankaya, Ankara 06650 Türkiye",1
792,Başkent Otel,3.6,5,"İstanbul Cad. No:28 Ulus/İsmetpaşa, Altındağ, Ankara 06060 Türkiye",4
25,Grand Silay Hotel,0.5,20,"Meşrutiyet caddesi no:40 Kültür mahallesi, Ankara 06620 Türkiye",5
2783,Capital Plaza Otel,3.6,12,"Muhsin Yazıcıoğlu Cad. No:61 İşçi Blokları Mah., Ankara 0620 Türkiye",1
512,Çankırı Büyük Hotel,2.4,6,"Ankara Cad. No:1 Çankırı Merkez, Ankara Türkiye",3
3071,Cihan Palas Yeni Hotel,1.6,11,"Sanayi Caddesi 5/B Ulus, Ankara 06050 Türkiye",10
607,Alba Ankara Hotel,3.6,225,"Yüksel Cad. No:19 Kızılay, Ankara 06000 Türkiye",8
516,Erşan Otel,1.6,2,"Meşrutiyet Mahallesi, Meşrutiyet Cd. No: 13 Çankaya, Kızılay, Ankara 06420 Türkiye",7
684,Demora Hotel Cankaya,4.5,115,"Kavaklidere Mah. Esat Cad. No 51 Cankaya, Ankara 06700 Türkiye",6
464,Doğa Residence Otel,3.8,19,"Ataç 1 Sok. No:11 Kızılay, Çankaya, Ankara 06410 Türkiye",5
1549,Muratzade Konağı Boutique Hotel,3.5,27,"Yayçeken Sk. No 20 Kale - Altındağ, Ankara 06080 Türkiye",3
534,Esila Hotel,2.2,24,"GMK Bulvarı No: 109 Maltepe, Ankara 06570 Türkiye",5
60,Yeni Bahar Otel,2.3,15,"Doğanbey Mah. Çankırı Cad. No: 25 Altındağ, Ankara 06030 Türkiye",10
1360,Q Hotel,2.2,5,"Buklum Caddesi No. 15, Ankara 06680 Türkiye",4
1648,Ankara Atli Otel,2.1,65,"Ilkbahar Mah., 596.Sokak No:79, Ankara 06550 Türkiye",3
1259,Raymar Hotels Ankara,2.4,97,"Meşrutiyet Mah. Selanik 2 Cad. No: 74, Ankara 06420 Türkiye",2
3144,Starton Hotel,1.5,8,"Dr. Mediha Eldem Sok. 37 Kizilay, Çankaya, Ankara 06420 Türkiye",3
66,CK Farabi Otel,2.8,59,"Cinnah Cad. Farabi Sok. No:34 Cankaya, Ankara 06690 Türkiye",6
2987,An Grand Hotel,4.0,14,"Ulucanlar Caddesi, No: 68, Ankara 06100 Türkiye",6
2318,Ozdemir Palas,2.2,7,"Bayındır 1 Sokak No:24, Ankara 06430 Türkiye",5
1510,Suna Hotel,1.3,5,"Cankiri Caddesi Sogukkuyu Sokak No 6 Ulus Altindag, Ankara 06030 Türkiye",4
2750,Hotel Etap Bulvar,3.3,16,"Olgunlar Cad. No:4 Bakanlıklar, Ankara 06680 Türkiye",8
2201,First Apart Hotel,1.0,50,"İnkılap Sok. No: 29 Kızılay, Ankara 06650 Türkiye",7
2732,Murat Hotel,4.0,7,"Esat Caddesi No: 40 Çankaya, Kavaklıdere, Ankara 06000 Türkiye",10
94,Vivaldi Park Hotel,4.1,14,"Birlik Mahallesi 408. Sokak No:1 Çankaya, Ankara 06610 Türkiye",4
2670,Reda Palas Selanik,3.5,2,"Selanik Cad No 37 Kizilay, Ankara 06650 Türkiye",8
2050,Guleryuz Hotel,3.4,4,"Sanayi Caddesi No:37 Ulus Altindag, Ankara 06050 Türkiye",6
1381,TEDAŞ Misafirhanesi,0.3,4,"R Blok İnönü Bulvarı No: 27 Çankaya, Bahçelievler, Ankara Türkiye",5
1782,OZ Altin Basak Hotel,2.0,1,"Anafartalar Mah Denizciler Cad No:46, Ankara 06050 Türkiye",7
261,Park 12,1.5,1,"Kazım Özalp Mah. Kız Kulesi Sk. No: 12 Çankaya, Ankara 06700 Türkiye",1
2803,Anadolu Hotels Esenboga Thermal,4.6,1,"Esenboga Havalimani 27.km Akyurt, Ankara 06750 Türkiye",1
2184,Starton Hotel,0.8,8,"Dr. Mediha Eldem Sok. 37 Kizilay, Çankaya, Ankara 06420 Türkiye",10
195,Bloom Hotel,0.0,8,"2. Sümer Sok. No:28 Kızılay, Çankaya, Ankara 06440 Türkiye",5
1978,Ontur Butik Otel,2.6,33,"Kenedy Cad. No:144 100.Yıl, Ankara Türkiye",4
1986,CK Farabi Otel,2.8,59,"Cinnah Cad. Farabi Sok. No:34 Cankaya, Ankara 06690 Türkiye",2
379,Ankacity Suit Flat,2.3,28,"Emek Mahallesi 26. Sokak No: 3, Ankara Türkiye",10
3007,Evkuran Hotel,4.6,7,"Ziya Gokalp Cad, Mediha Eldem Sok 40, Ankara Türkiye",6
2772,Argentum Hotel,3.2,41,"Arjantin Cad. Borazan Sok. No11, Ankara 06000 Türkiye",10
1287,Gurkent Hotel,4.0,86,"Mithat Paşa Cad. No:4 Sıhhıye, Ankara 06410 Türkiye",1
317,Swissotel Ankara,3.0,727,"Yildizevler Mahallesi Jose Marti Caddesi No: 2, Ankara 06550 Türkiye",7
2737,Ankara Efes Otel,1.1,1,"Denizciler Cad. No:12 Ulus/İsmetpaşa, Altındağ, Ankara Türkiye",5
1529,And Butik Hotel,2.2,1,"Kale Mahallesi Istek Sokak No:2, Ankara 06230 Türkiye",3
80,Q Hotel,2.8,5,"Buklum Caddesi No. 15, Ankara 06680 Türkiye",10
1555,And Hotel,2.5,18,"İçkale Mah. İstek Sok. No:2 Altındağ Merkez, Altındağ, Ankara Türkiye",9
489,Grandwork Hotel,3.3,10,"Hoşdere Cad. No:142 Ayrancı, Çankaya, Ankara 06520 Türkiye",10
1637,Atakosk Hotel,1.6,63,"Mevlana Bulvarı 148, Cukurambar, Ankara 06510 Türkiye",2
2982,Dafne Hotel,2.8,35,"Karakusunlar Mah.1545 Sok. No:7 Balgat, Ankara 06530 Türkiye",1
2010,Notte Boutique Hotel,2.9,64,"Büklüm Sok. No:113 Kavaklıdere, Çankaya, Ankara 06460 Türkiye",6
227,Madi Ankara Inci Hotel,1.6,1,"Cankiri Cad. No: 54, Ulus, Ankara 06630 Türkiye",7
3121,Yurt Akademi Ankara,0.0,1,"Bardacik Sokak No 20 Kavaklidere, Ankara 06670 Türkiye",10
627,Hotel2017,2.0,53,"Necatibey Cad. No: 68 Çankaya, Kızılay, Ankara 06430 Türkiye",8
2415,Bulduk Otel,1.3,11,"Sanayi Cad. No:26 Ulus/İsmetpaşa, Altındağ, Ankara 06050 Türkiye",2
1461,Almer Hotel,0.0,39,"Cankiri Caddesi No:17, Ankara 06030 Türkiye",5
3060,M&G Hostel,0.5,6,"Emek Mah. Biskek Cad. 30 sk. no 43 Emek, Ankara Türkiye",9
3153,Apart Hotel Best,1.2,50,"Uğur Mumcu Sok. No 71 Gaziosmanpasa, Ankara 06700 Türkiye",2
841,Sergah Hotel,2.1,114,"Cankiri Caddesi, 48, Ankara 06030 Türkiye",3
303,The Ankara Hotel,0.0,103,"Eti Mahallesi, Celal Bayar Bulvarı No: 78, Ankara 06930 Türkiye",3
928,Hotel Monec,1.5,81,"Esat Ozoguz Sk No:5 Oran, Ankara 06450 Türkiye",10
2476,Ozilhan Hotel,1.3,9,"Akay Cad. No:9 Bakanliklar, Ankara 06640 Türkiye",3
1932,Divan Ankara,2.1,288,"Tunali Hilmi Caddesi Guniz Sok No :42 Kavaklıdere, Ankara 06700 Türkiye",8
2150,Suna Hotel,1.6,5,"Cankiri Caddesi Sogukkuyu Sokak No 6 Ulus Altindag, Ankara 06030 Türkiye",6
161,Ankara Jolly Hotel,3.6,1,"Irfan Bastug Caddesi No 1 Yildirim Beyazit Bulvari, Ankara 06070 Türkiye",1
2873,Kayra Hotel,0.0,67,"Kocatepe Mahallesi Bayındir 2 Sokak No:46 Kızılay, Ankara 06420 Türkiye",1
406,City Hotel Ankara,1.0,54,"Turan Güneş Bulvari No.19, Ankara 06550 Türkiye",7
286,Holiday Inn Ankara-Kavaklidere,4.0,266,"Tunus Caddesi No 7 Kavaklidere, Ankara 06680 Türkiye",6
2038,Surmeli Ankara,1.2,108,"Cihan Sokak No 6 Sıhhiye, Ankara 06430 Türkiye",4
984,Business Park Hotel,2.3,80,"Necatibey Caddesi No 35, Ankara 06450 Türkiye",7
2554,Bilkent Hotel and Conference Center,2.0,269,"Ihsan Dogramci Bul. No:6 Bilkent, Ankara 06800 Türkiye",1
209,Strazburg Hotel,1.8,8,"Strazburg caddesi No:36 Sihhiye Cankaya, Ankara 06410 Türkiye",9
722,ONYX Business Hotel Ankara,1.0,27,"Tunali Hilmi Caddesi No: 74, Kavaklidere - Cankaya, Ankara Türkiye",4
1768,Real Hotel,2.3,2,"Neyzen Tevfik Sokak No: 7 G.M.K. Bulvari Demirtepe, Ankara Türkiye",3
1268,Meyra Palace,1.4,105,"Muhsin Yazicioglu Caddesi No.55, Ankara Türkiye",1
1730,Guleryuz Hotel,2.8,4,"Sanayi Caddesi No:37 Ulus Altindag, Ankara 06050 Türkiye",5
7,Gurkent Hotel,0.5,86,"Mithat Paşa Cad. No:4 Sıhhıye, Ankara 06410 Türkiye",7
